id,text,label
1024,You have sent Rs.5600.00 to sister@upi via UPI. Ref No 1608506070. Date: 02-Apr-25. Avl bal Rs.73302.00.,Transfers Sent
1025,Your UPI transaction of Rs.12911.00 to bookmyshow was successful. Ref No 7956084440.,Travel & Booking
1026,You have sent Rs.10933.00 to friend@upi via UPI. Ref No 7314475543. Date: 10-Apr-25. Avl bal Rs.86295.00.,Transfers Sent
1027,Rs.8187.00 debited towards ola ride via UPI. Ref No 1085432333. Avl bal Rs.69154.00.,Transport
1028,Rs.10889.00 debited towards ola ride via UPI. Ref No 4749027778. Avl bal Rs.54596.00.,Transport
1029,Rs.15929.00 debited towards bmtc ride via UPI. Ref No 7026520435. Avl bal Rs.11088.00.,Transport
1030,Your a/c XXXX5237 debited by Rs.15099.00 on 10-Feb-25 to reliance@upi. Ref No 5903884839. Avl bal Rs.86807.00.,Shopping
1031,Rs.5326.00 paid via UPI for gaspay bill. Ref No 3408717672.,Bills & Recharge
1032,Failed UPI transaction of Rs.10460.00 attempted at ola@upi on 05-Jun-25. Ref No 3609809182. Amount will be reversed if debited.,Failed Transactions
1033,Your UPI transaction of Rs.7893.00 to bookmyshow was successful. Ref No 4726987551.,Travel & Booking
1034,Rs.8374.00 debited towards bmtc ride via UPI. Ref No 8871402266. Avl bal Rs.48352.00.,Transport
1035,Failed UPI transaction of Rs.16346.00 attempted at amazon@upi on 16-Dec-25. Ref No 8830681495. Amount will be reversed if debited.,Failed Transactions
1036,Failed UPI transaction of Rs.10355.00 attempted at swiggy@upi on 24-May-25. Ref No 6709814322. Amount will be reversed if debited.,Failed Transactions
1037,Your a/c XXXX3286 debited by Rs.6818.00 on 13-Apr-25 to bigbazaar@upi. Ref No 3529643582. Avl bal Rs.46869.00.,Shopping
1038,Failed UPI transaction of Rs.9997.00 attempted at dominos@upi on 01-Nov-25. Ref No 5280142280. Amount will be reversed if debited.,Failed Transactions
1039,Rs.5106.00 credited to your a/c XXXX5401 from googlepay@upi. Ref No 4621686701. Avl bal Rs.48423.00.,Transfers Received
1040,Rs.10371.00 debited towards ola ride via UPI. Ref No 9992752282. Avl bal Rs.97827.00.,Transport
1041,You have sent Rs.5967.00 to father@upi via UPI. Ref No 5756685391. Date: 10-Mar-25. Avl bal Rs.44896.00.,Transfers Sent
1042,UPI transaction of Rs.10790.00 made to zomato on 05-May-25. Ref No 9586358215. Avl bal Rs.53330.00.,Food & Delivery
1043,Failed UPI transaction of Rs.10312.00 attempted at amazon@upi on 03-Jan-25. Ref No 3894043266. Amount will be reversed if debited.,Failed Transactions
1044,Rs.186.00 credited to your a/c XXXX4850 from refund@upi. Ref No 9348463448. Avl bal Rs.78363.00.,Transfers Received
1045,Rs.10093.00 credited to your a/c XXXX8678 from googlepay@upi. Ref No 5559218750. Avl bal Rs.4824.00.,Transfers Received
1046,Rs.16732.00 credited to your a/c XXXX2790 from refund@upi. Ref No 8475685291. Avl bal Rs.50855.00.,Transfers Received
1047,Your UPI transaction of Rs.1499.00 to bookmyshow was successful. Ref No 3790929334.,Travel & Booking
1048,UPI transaction of Rs.16722.00 made to pizzahut on 16-Apr-25. Ref No 3830510254. Avl bal Rs.42694.00.,Food & Delivery
1049,Your a/c XXXX1008 debited by Rs.5082.00 on 21-Jul-25 to amazon@upi. Ref No 7730714257. Avl bal Rs.81729.00.,Shopping
1050,Rs.7039.00 debited towards ola ride via UPI. Ref No 6368403664. Avl bal Rs.18730.00.,Transport
1051,Rs.11551.00 credited to your a/c XXXX5684 from googlepay@upi. Ref No 3278553469. Avl bal Rs.52582.00.,Transfers Received
1052,Your UPI transaction of Rs.2400.00 to bookmyshow was successful. Ref No 8903811228.,Travel & Booking
1053,You have sent Rs.11308.00 to father@upi via UPI. Ref No 2945073506. Date: 23-Jan-25. Avl bal Rs.39678.00.,Transfers Sent
1054,Rs.3948.00 paid via UPI for jio bill. Ref No 3127005700.,Bills & Recharge
1055,Rs.18905.00 paid via UPI for jio bill. Ref No 3898611060.,Bills & Recharge
1056,You have sent Rs.18519.00 to friend@upi via UPI. Ref No 5124776446. Date: 07-Jul-25. Avl bal Rs.91684.00.,Transfers Sent
1057,Rs.13883.00 paid via UPI for bescom bill. Ref No 1417860913.,Bills & Recharge
1058,Rs.1527.00 credited to your a/c XXXX3863 from phonepe@upi. Ref No 9166028587. Avl bal Rs.2080.00.,Transfers Received
1059,Rs.3128.00 debited towards delhimetro ride via UPI. Ref No 9583144609. Avl bal Rs.79107.00.,Transport
1060,Your UPI transaction of Rs.4579.00 to makemytrip was successful. Ref No 3605614538.,Travel & Booking
1061,UPI transaction of Rs.7249.00 made to burgerking on 04-May-25. Ref No 9838839253. Avl bal Rs.69789.00.,Food & Delivery
1062,You have sent Rs.5276.00 to brother@upi via UPI. Ref No 8764912977. Date: 07-Apr-25. Avl bal Rs.98350.00.,Transfers Sent
1063,You have sent Rs.15581.00 to brother@upi via UPI. Ref No 5037422768. Date: 28-Apr-25. Avl bal Rs.79358.00.,Transfers Sent
1064,Your UPI transaction of Rs.15598.00 to redbus was successful. Ref No 9338142940.,Travel & Booking
1065,Rs.6840.00 paid via UPI for bescom bill. Ref No 2538674469.,Bills & Recharge
1066,Your UPI transaction of Rs.7198.00 to indigo was successful. Ref No 1470189079.,Travel & Booking
1067,Failed UPI transaction of Rs.14412.00 attempted at flipkart@upi on 20-Sep-25. Ref No 5102890813. Amount will be reversed if debited.,Failed Transactions
1068,You have sent Rs.18573.00 to mother@upi via UPI. Ref No 1143478299. Date: 12-Jun-25. Avl bal Rs.37645.00.,Transfers Sent
1069,Rs.9003.00 credited to your a/c XXXX8147 from googlepay@upi. Ref No 6334230989. Avl bal Rs.79254.00.,Transfers Received
1070,Failed UPI transaction of Rs.18354.00 attempted at dominos@upi on 30-Sep-25. Ref No 9411308060. Amount will be reversed if debited.,Failed Transactions
1071,Your UPI transaction of Rs.13369.00 to indigo was successful. Ref No 5450431445.,Travel & Booking
1072,Your UPI transaction of Rs.11455.00 to redbus was successful. Ref No 1188430253.,Travel & Booking
1073,UPI transaction of Rs.5929.00 made to zomato on 07-Apr-25. Ref No 3610356446. Avl bal Rs.55916.00.,Food & Delivery
1074,Rs.14740.00 debited towards bmtc ride via UPI. Ref No 3859876283. Avl bal Rs.55453.00.,Transport
1075,Rs.14587.00 debited towards uber ride via UPI. Ref No 5583819920. Avl bal Rs.16227.00.,Transport
1076,Rs.2333.00 credited to your a/c XXXX8769 from company@upi. Ref No 8813198014. Avl bal Rs.86439.00.,Transfers Received
1077,Failed UPI transaction of Rs.4076.00 attempted at myntra@upi on 14-Feb-25. Ref No 7537127287. Amount will be reversed if debited.,Failed Transactions
1078,UPI AutoPay: Rs.7740.00 deducted for youtube subscription. Ref No 4191194057.,Entertainment/Subscriptions
1079,You have sent Rs.18752.00 to father@upi via UPI. Ref No 3086772739. Date: 17-Dec-25. Avl bal Rs.32532.00.,Transfers Sent
1080,UPI AutoPay: Rs.17669.00 deducted for youtube subscription. Ref No 1648169518.,Entertainment/Subscriptions
1081,Rs.3795.00 paid via UPI for dth bill. Ref No 7507673318.,Bills & Recharge
1082,You have sent Rs.14355.00 to father@upi via UPI. Ref No 9376406127. Date: 08-Nov-25. Avl bal Rs.98886.00.,Transfers Sent
1083,You have sent Rs.8194.00 to sister@upi via UPI. Ref No 8596678471. Date: 16-Jul-25. Avl bal Rs.62196.00.,Transfers Sent
1084,Your UPI transaction of Rs.2381.00 to irctc was successful. Ref No 8437564390.,Travel & Booking
1085,UPI transaction of Rs.12054.00 made to zomato on 12-May-25. Ref No 3631891972. Avl bal Rs.67534.00.,Food & Delivery
1086,You have sent Rs.7282.00 to father@upi via UPI. Ref No 2173434134. Date: 23-Aug-25. Avl bal Rs.10431.00.,Transfers Sent
1087,Your UPI transaction of Rs.15477.00 to airindia was successful. Ref No 7856411668.,Travel & Booking
1088,Rs.11143.00 debited towards uber ride via UPI. Ref No 6916987471. Avl bal Rs.12966.00.,Transport
1089,UPI AutoPay: Rs.4317.00 deducted for hotstar subscription. Ref No 8653814628.,Entertainment/Subscriptions
1090,UPI transaction of Rs.10838.00 made to zomato on 19-Jun-25. Ref No 9754582733. Avl bal Rs.93053.00.,Food & Delivery
1091,Rs.10015.00 debited towards bmtc ride via UPI. Ref No 5131955039. Avl bal Rs.75955.00.,Transport
1092,Rs.9357.00 paid via UPI for bsnl bill. Ref No 1578902812.,Bills & Recharge
1093,UPI transaction of Rs.16115.00 made to swiggy on 12-Jun-25. Ref No 5586307968. Avl bal Rs.39079.00.,Food & Delivery
1094,Failed UPI transaction of Rs.7438.00 attempted at dominos@upi on 19-Apr-25. Ref No 3538326598. Amount will be reversed if debited.,Failed Transactions
1095,UPI transaction of Rs.11511.00 made to pizzahut on 14-Jan-25. Ref No 2486514558. Avl bal Rs.21907.00.,Food & Delivery
1096,Your a/c XXXX2109 debited by Rs.7985.00 on 18-Jul-25 to myntra@upi. Ref No 6408630298. Avl bal Rs.45664.00.,Shopping
1097,Failed UPI transaction of Rs.9154.00 attempted at myntra@upi on 17-Oct-25. Ref No 3582466528. Amount will be reversed if debited.,Failed Transactions
1098,Rs.5667.00 debited towards bmtc ride via UPI. Ref No 8958879333. Avl bal Rs.59093.00.,Transport
1099,UPI transaction of Rs.12870.00 made to zomato on 19-Oct-25. Ref No 8802851404. Avl bal Rs.45057.00.,Food & Delivery
1100,UPI transaction of Rs.18755.00 made to dominos on 08-Feb-25. Ref No 4247297748. Avl bal Rs.75501.00.,Food & Delivery
1101,Your UPI transaction of Rs.15742.00 to irctc was successful. Ref No 9891131438.,Travel & Booking
1102,Rs.18222.00 credited to your a/c XXXX2141 from phonepe@upi. Ref No 7214630871. Avl bal Rs.92183.00.,Transfers Received
1103,You have sent Rs.19395.00 to sister@upi via UPI. Ref No 8217603152. Date: 13-Dec-25. Avl bal Rs.93097.00.,Transfers Sent
1104,Rs.15236.00 debited towards uber ride via UPI. Ref No 8114603678. Avl bal Rs.63822.00.,Transport
1105,Rs.17194.00 paid via UPI for bescom bill. Ref No 2732947368.,Bills & Recharge
1106,Your a/c XXXX4097 debited by Rs.14068.00 on 29-May-25 to myntra@upi. Ref No 3330630330. Avl bal Rs.66978.00.,Shopping
1107,You have sent Rs.335.00 to sister@upi via UPI. Ref No 5487777016. Date: 16-Jul-25. Avl bal Rs.80295.00.,Transfers Sent
1108,Your a/c XXXX4423 debited by Rs.6736.00 on 19-Feb-25 to flipkart@upi. Ref No 7440061881. Avl bal Rs.46410.00.,Shopping
1109,Your UPI transaction of Rs.6596.00 to indigo was successful. Ref No 3557846492.,Travel & Booking
1110,You have sent Rs.8095.00 to mother@upi via UPI. Ref No 2654107180. Date: 10-Feb-25. Avl bal Rs.48019.00.,Transfers Sent
1111,Rs.6313.00 paid via UPI for bescom bill. Ref No 1235984568.,Bills & Recharge
1112,Your UPI transaction of Rs.11249.00 to bookmyshow was successful. Ref No 9361211669.,Travel & Booking
1113,Rs.6683.00 paid via UPI for jio bill. Ref No 7127834307.,Bills & Recharge
1114,Rs.4545.00 paid via UPI for bescom bill. Ref No 9590315606.,Bills & Recharge
1115,Rs.16580.00 debited towards bmtc ride via UPI. Ref No 3273677346. Avl bal Rs.65871.00.,Transport
1116,Rs.19726.00 debited towards ola ride via UPI. Ref No 1577354996. Avl bal Rs.60758.00.,Transport
1117,UPI AutoPay: Rs.6705.00 deducted for youtube subscription. Ref No 6464211927.,Entertainment/Subscriptions
1118,Your a/c XXXX9982 debited by Rs.10342.00 on 24-Apr-25 to myntra@upi. Ref No 5169016925. Avl bal Rs.81682.00.,Shopping
1119,Rs.13419.00 paid via UPI for dth bill. Ref No 3217829296.,Bills & Recharge
1120,You have sent Rs.7774.00 to brother@upi via UPI. Ref No 5118704286. Date: 26-May-25. Avl bal Rs.37523.00.,Transfers Sent
1121,Rs.3523.00 credited to your a/c XXXX7730 from salary@upi. Ref No 5761590962. Avl bal Rs.81103.00.,Transfers Received
1122,Rs.16642.00 credited to your a/c XXXX1768 from salary@upi. Ref No 5308174390. Avl bal Rs.97268.00.,Transfers Received
1123,UPI transaction of Rs.10579.00 made to burgerking on 12-Feb-25. Ref No 2703571266. Avl bal Rs.10793.00.,Food & Delivery
1124,Rs.18680.00 paid via UPI for jio bill. Ref No 9491780225.,Bills & Recharge
1125,You have sent Rs.282.00 to father@upi via UPI. Ref No 5073103327. Date: 17-Dec-25. Avl bal Rs.18267.00.,Transfers Sent
1126,Rs.6475.00 debited towards uber ride via UPI. Ref No 2860719975. Avl bal Rs.74964.00.,Transport
1127,Your a/c XXXX4157 debited by Rs.7029.00 on 07-Dec-25 to shoppersstop@upi. Ref No 7148978214. Avl bal Rs.54798.00.,Shopping
1128,You have sent Rs.13148.00 to friend@upi via UPI. Ref No 7898950328. Date: 23-Aug-25. Avl bal Rs.41585.00.,Transfers Sent
1129,Failed UPI transaction of Rs.15003.00 attempted at zomato@upi on 15-Nov-25. Ref No 6799693055. Amount will be reversed if debited.,Failed Transactions
1130,Failed UPI transaction of Rs.3788.00 attempted at zomato@upi on 08-Oct-25. Ref No 4779233374. Amount will be reversed if debited.,Failed Transactions
1131,You have sent Rs.16835.00 to mother@upi via UPI. Ref No 8223775015. Date: 22-Nov-25. Avl bal Rs.29579.00.,Transfers Sent
1132,Your a/c XXXX9125 debited by Rs.996.00 on 25-Nov-25 to shoppersstop@upi. Ref No 5747244865. Avl bal Rs.33423.00.,Shopping
1133,Rs.1451.00 debited towards rapido ride via UPI. Ref No 7690324183. Avl bal Rs.35521.00.,Transport
1134,UPI AutoPay: Rs.8599.00 deducted for spotify subscription. Ref No 1965150564.,Entertainment/Subscriptions
1135,Rs.1872.00 credited to your a/c XXXX1549 from phonepe@upi. Ref No 4576798194. Avl bal Rs.68005.00.,Transfers Received
1136,You have sent Rs.10954.00 to father@upi via UPI. Ref No 9127535533. Date: 05-Mar-25. Avl bal Rs.36667.00.,Transfers Sent
1137,Failed UPI transaction of Rs.3430.00 attempted at ola@upi on 13-Nov-25. Ref No 7569529414. Amount will be reversed if debited.,Failed Transactions
1138,You have sent Rs.13722.00 to brother@upi via UPI. Ref No 1895104444. Date: 15-May-25. Avl bal Rs.65272.00.,Transfers Sent
1139,Your UPI transaction of Rs.14690.00 to makemytrip was successful. Ref No 7171023855.,Travel & Booking
1140,Your a/c XXXX7763 debited by Rs.11534.00 on 06-Jun-25 to flipkart@upi. Ref No 6279137586. Avl bal Rs.19836.00.,Shopping
1141,UPI transaction of Rs.6095.00 made to swiggy on 04-Jul-25. Ref No 5807694678. Avl bal Rs.24114.00.,Food & Delivery
1142,Rs.4829.00 debited towards bmtc ride via UPI. Ref No 4379960808. Avl bal Rs.9861.00.,Transport
1143,UPI AutoPay: Rs.17698.00 deducted for gaana subscription. Ref No 1060385157.,Entertainment/Subscriptions
1144,UPI transaction of Rs.16806.00 made to burgerking on 10-Aug-25. Ref No 2708795586. Avl bal Rs.78434.00.,Food & Delivery
1145,Rs.8157.00 credited to your a/c XXXX1749 from company@upi. Ref No 3464818201. Avl bal Rs.63694.00.,Transfers Received
1146,Rs.484.00 credited to your a/c XXXX8368 from company@upi. Ref No 7049372798. Avl bal Rs.99028.00.,Transfers Received
1147,Failed UPI transaction of Rs.12763.00 attempted at dominos@upi on 12-May-25. Ref No 2390761270. Amount will be reversed if debited.,Failed Transactions
1148,Rs.6953.00 debited towards rapido ride via UPI. Ref No 6217339250. Avl bal Rs.2556.00.,Transport
1149,You have sent Rs.9657.00 to father@upi via UPI. Ref No 9504829429. Date: 03-Oct-25. Avl bal Rs.73663.00.,Transfers Sent
1150,Failed UPI transaction of Rs.19860.00 attempted at zomato@upi on 14-Oct-25. Ref No 6417190075. Amount will be reversed if debited.,Failed Transactions
1151,UPI AutoPay: Rs.3595.00 deducted for sonyliv subscription. Ref No 6083115284.,Entertainment/Subscriptions
1152,You have sent Rs.3886.00 to friend@upi via UPI. Ref No 6763606091. Date: 26-May-25. Avl bal Rs.72223.00.,Transfers Sent
1153,Rs.1202.00 paid via UPI for bescom bill. Ref No 5578665497.,Bills & Recharge
1154,Rs.10369.00 debited towards ola ride via UPI. Ref No 7227114009. Avl bal Rs.87255.00.,Transport
1155,Rs.11990.00 debited towards ola ride via UPI. Ref No 5988532332. Avl bal Rs.46217.00.,Transport
1156,Rs.12023.00 credited to your a/c XXXX1642 from phonepe@upi. Ref No 3872824903. Avl bal Rs.71699.00.,Transfers Received
1157,UPI transaction of Rs.1812.00 made to dominos on 28-Nov-25. Ref No 8541741469. Avl bal Rs.28365.00.,Food & Delivery
1158,Your UPI transaction of Rs.8600.00 to indigo was successful. Ref No 2597751374.,Travel & Booking
1159,Rs.6010.00 debited towards ola ride via UPI. Ref No 6862073664. Avl bal Rs.18488.00.,Transport
1160,Rs.10371.00 debited towards bmtc ride via UPI. Ref No 7451245074. Avl bal Rs.53373.00.,Transport
1161,Your UPI transaction of Rs.15293.00 to redbus was successful. Ref No 1220381770.,Travel & Booking
1162,Rs.7524.00 credited to your a/c XXXX8588 from company@upi. Ref No 1592342847. Avl bal Rs.28908.00.,Transfers Received
1163,UPI transaction of Rs.1323.00 made to kfc on 26-Mar-25. Ref No 4770438135. Avl bal Rs.77908.00.,Food & Delivery
1164,Rs.3303.00 credited to your a/c XXXX5298 from salary@upi. Ref No 2009294588. Avl bal Rs.74607.00.,Transfers Received
1165,Rs.9752.00 debited towards uber ride via UPI. Ref No 3497275781. Avl bal Rs.28573.00.,Transport
1166,You have sent Rs.7704.00 to mother@upi via UPI. Ref No 4236282503. Date: 09-Sep-25. Avl bal Rs.21964.00.,Transfers Sent
1167,UPI AutoPay: Rs.1035.00 deducted for youtube subscription. Ref No 3489121347.,Entertainment/Subscriptions
1168,Your UPI transaction of Rs.950.00 to makemytrip was successful. Ref No 9905980079.,Travel & Booking
1169,Your a/c XXXX8385 debited by Rs.3002.00 on 22-Mar-25 to bigbazaar@upi. Ref No 7907040917. Avl bal Rs.81448.00.,Shopping
1170,Failed UPI transaction of Rs.16294.00 attempted at ola@upi on 05-Apr-25. Ref No 7875809187. Amount will be reversed if debited.,Failed Transactions
1171,Your a/c XXXX1182 debited by Rs.10148.00 on 05-Nov-25 to myntra@upi. Ref No 1273124359. Avl bal Rs.47204.00.,Shopping
1172,Your a/c XXXX5404 debited by Rs.586.00 on 20-Dec-25 to lifestylestore@upi. Ref No 2584798318. Avl bal Rs.91139.00.,Shopping
1173,Rs.16043.00 debited towards rapido ride via UPI. Ref No 8530524313. Avl bal Rs.39520.00.,Transport
1174,Rs.3226.00 paid via UPI for bescom bill. Ref No 1107345347.,Bills & Recharge
1175,Rs.9893.00 credited to your a/c XXXX4454 from googlepay@upi. Ref No 6476926293. Avl bal Rs.35315.00.,Transfers Received
1176,Failed UPI transaction of Rs.19002.00 attempted at ola@upi on 31-Aug-25. Ref No 8679674468. Amount will be reversed if debited.,Failed Transactions
1177,Rs.1449.00 paid via UPI for jio bill. Ref No 1852683352.,Bills & Recharge
1178,Your UPI transaction of Rs.15344.00 to indigo was successful. Ref No 7584198681.,Travel & Booking
1179,UPI transaction of Rs.407.00 made to pizzahut on 26-Apr-25. Ref No 2181759379. Avl bal Rs.21619.00.,Food & Delivery
1180,Failed UPI transaction of Rs.13080.00 attempted at myntra@upi on 09-Sep-25. Ref No 4175414537. Amount will be reversed if debited.,Failed Transactions
1181,Your UPI transaction of Rs.11445.00 to indigo was successful. Ref No 5069769630.,Travel & Booking
1182,Failed UPI transaction of Rs.7007.00 attempted at zomato@upi on 12-Nov-25. Ref No 1227102665. Amount will be reversed if debited.,Failed Transactions
1183,UPI transaction of Rs.12483.00 made to swiggy on 30-Jul-25. Ref No 6147551249. Avl bal Rs.84630.00.,Food & Delivery
1184,UPI AutoPay: Rs.18206.00 deducted for tataplay subscription. Ref No 4128228489.,Entertainment/Subscriptions
1185,Failed UPI transaction of Rs.17164.00 attempted at dominos@upi on 12-Apr-25. Ref No 9017429951. Amount will be reversed if debited.,Failed Transactions
1186,Your UPI transaction of Rs.2626.00 to indigo was successful. Ref No 8469421101.,Travel & Booking
1187,Rs.17976.00 paid via UPI for gaspay bill. Ref No 4113744463.,Bills & Recharge
1188,UPI AutoPay: Rs.15801.00 deducted for youtube subscription. Ref No 3878610769.,Entertainment/Subscriptions
1189,Rs.8434.00 debited towards delhimetro ride via UPI. Ref No 9278595906. Avl bal Rs.61901.00.,Transport
1190,You have sent Rs.18550.00 to father@upi via UPI. Ref No 9445834363. Date: 30-Sep-25. Avl bal Rs.63970.00.,Transfers Sent
1191,Your UPI transaction of Rs.9868.00 to redbus was successful. Ref No 9374648644.,Travel & Booking
1192,UPI AutoPay: Rs.7320.00 deducted for hotstar subscription. Ref No 2901965652.,Entertainment/Subscriptions
1193,Failed UPI transaction of Rs.15464.00 attempted at ola@upi on 07-Mar-25. Ref No 1197245471. Amount will be reversed if debited.,Failed Transactions
1194,UPI AutoPay: Rs.10832.00 deducted for gaana subscription. Ref No 4507018521.,Entertainment/Subscriptions
1195,Your UPI transaction of Rs.8412.00 to airindia was successful. Ref No 5555271167.,Travel & Booking
1196,Failed UPI transaction of Rs.2650.00 attempted at swiggy@upi on 04-Feb-25. Ref No 2856446977. Amount will be reversed if debited.,Failed Transactions
1197,You have sent Rs.5527.00 to father@upi via UPI. Ref No 6478771173. Date: 13-Dec-25. Avl bal Rs.23284.00.,Transfers Sent
1198,You have sent Rs.12855.00 to friend@upi via UPI. Ref No 8556406924. Date: 02-Jan-25. Avl bal Rs.81803.00.,Transfers Sent
1199,Your UPI transaction of Rs.16880.00 to bookmyshow was successful. Ref No 9063421039.,Travel & Booking
1200,Rs.14658.00 debited towards ola ride via UPI. Ref No 7973809133. Avl bal Rs.22094.00.,Transport
1201,UPI transaction of Rs.1776.00 made to dominos on 01-Jun-25. Ref No 1058571429. Avl bal Rs.83072.00.,Food & Delivery
1202,UPI AutoPay: Rs.17891.00 deducted for tataplay subscription. Ref No 3288774557.,Entertainment/Subscriptions
1203,Your a/c XXXX3760 debited by Rs.5988.00 on 24-Oct-25 to bigbazaar@upi. Ref No 4899508565. Avl bal Rs.57510.00.,Shopping
1204,Your UPI transaction of Rs.2913.00 to bookmyshow was successful. Ref No 4087076713.,Travel & Booking
1205,Failed UPI transaction of Rs.15008.00 attempted at amazon@upi on 13-Apr-25. Ref No 9657069162. Amount will be reversed if debited.,Failed Transactions
1206,UPI transaction of Rs.212.00 made to burgerking on 02-Sep-25. Ref No 3241285675. Avl bal Rs.5543.00.,Food & Delivery
1207,UPI transaction of Rs.13258.00 made to pizzahut on 04-Apr-25. Ref No 3419137867. Avl bal Rs.16494.00.,Food & Delivery
1208,Rs.14745.00 paid via UPI for jio bill. Ref No 4410012087.,Bills & Recharge
1209,Rs.5754.00 debited towards bmtc ride via UPI. Ref No 1669692427. Avl bal Rs.90475.00.,Transport
1210,You have sent Rs.19451.00 to father@upi via UPI. Ref No 5907379761. Date: 28-Jul-25. Avl bal Rs.38837.00.,Transfers Sent
1211,UPI AutoPay: Rs.7062.00 deducted for sonyliv subscription. Ref No 7836537258.,Entertainment/Subscriptions
1212,UPI transaction of Rs.4578.00 made to pizzahut on 21-Aug-25. Ref No 2077559805. Avl bal Rs.27586.00.,Food & Delivery
1213,UPI transaction of Rs.6810.00 made to pizzahut on 22-Jun-25. Ref No 7643103660. Avl bal Rs.80890.00.,Food & Delivery
1214,UPI AutoPay: Rs.11108.00 deducted for spotify subscription. Ref No 8298355138.,Entertainment/Subscriptions
1215,You have sent Rs.16852.00 to sister@upi via UPI. Ref No 1482554151. Date: 27-Jan-25. Avl bal Rs.64027.00.,Transfers Sent
1216,Rs.4158.00 debited towards rapido ride via UPI. Ref No 2364807437. Avl bal Rs.73784.00.,Transport
1217,Rs.4473.00 debited towards delhimetro ride via UPI. Ref No 3514607308. Avl bal Rs.80890.00.,Transport
1218,UPI transaction of Rs.6753.00 made to dominos on 21-Apr-25. Ref No 9315043281. Avl bal Rs.35780.00.,Food & Delivery
1219,Your UPI transaction of Rs.250.00 to redbus was successful. Ref No 3803976005.,Travel & Booking
1220,UPI AutoPay: Rs.18031.00 deducted for sonyliv subscription. Ref No 9434474101.,Entertainment/Subscriptions
1221,Failed UPI transaction of Rs.10284.00 attempted at myntra@upi on 14-May-25. Ref No 1163691367. Amount will be reversed if debited.,Failed Transactions
1222,Failed UPI transaction of Rs.3071.00 attempted at swiggy@upi on 22-Mar-25. Ref No 8903187712. Amount will be reversed if debited.,Failed Transactions
1223,Your a/c XXXX9912 debited by Rs.2224.00 on 23-Dec-25 to lifestylestore@upi. Ref No 9543187679. Avl bal Rs.37995.00.,Shopping
1224,Your UPI transaction of Rs.6737.00 to irctc was successful. Ref No 5923264600.,Travel & Booking
1225,Rs.18672.00 credited to your a/c XXXX1168 from googlepay@upi. Ref No 4372693051. Avl bal Rs.87154.00.,Transfers Received
1226,Your a/c XXXX5170 debited by Rs.12807.00 on 19-Mar-25 to lifestylestore@upi. Ref No 7751449004. Avl bal Rs.60374.00.,Shopping
1227,Rs.3875.00 paid via UPI for djb bill. Ref No 6987978372.,Bills & Recharge
1228,Rs.16176.00 paid via UPI for bsnl bill. Ref No 2818826568.,Bills & Recharge
1229,UPI AutoPay: Rs.12346.00 deducted for youtube subscription. Ref No 1174308269.,Entertainment/Subscriptions
1230,Your UPI transaction of Rs.11977.00 to airindia was successful. Ref No 9616384628.,Travel & Booking
1231,Your a/c XXXX9819 debited by Rs.10338.00 on 29-Oct-25 to shoppersstop@upi. Ref No 7781431756. Avl bal Rs.56722.00.,Shopping
1232,UPI AutoPay: Rs.384.00 deducted for youtube subscription. Ref No 5648274437.,Entertainment/Subscriptions
1233,Rs.18006.00 credited to your a/c XXXX5577 from phonepe@upi. Ref No 9841431041. Avl bal Rs.2236.00.,Transfers Received
1234,Rs.15899.00 paid via UPI for djb bill. Ref No 4018431066.,Bills & Recharge
1235,Failed UPI transaction of Rs.15693.00 attempted at ola@upi on 25-Sep-25. Ref No 8125638979. Amount will be reversed if debited.,Failed Transactions
1236,You have sent Rs.5386.00 to mother@upi via UPI. Ref No 3022247847. Date: 17-Aug-25. Avl bal Rs.73593.00.,Transfers Sent
1237,Your UPI transaction of Rs.12845.00 to airindia was successful. Ref No 5906219928.,Travel & Booking
1238,Your a/c XXXX1136 debited by Rs.12183.00 on 21-Aug-25 to amazon@upi. Ref No 4088853737. Avl bal Rs.44125.00.,Shopping
1239,Failed UPI transaction of Rs.6693.00 attempted at ola@upi on 01-Oct-25. Ref No 5173517948. Amount will be reversed if debited.,Failed Transactions
1240,Your UPI transaction of Rs.484.00 to irctc was successful. Ref No 6394879975.,Travel & Booking
1241,UPI AutoPay: Rs.13133.00 deducted for netflix subscription. Ref No 8391766016.,Entertainment/Subscriptions
1242,You have sent Rs.8594.00 to sister@upi via UPI. Ref No 3090231097. Date: 17-Jan-25. Avl bal Rs.3544.00.,Transfers Sent
1243,Rs.14264.00 debited towards rapido ride via UPI. Ref No 1872601382. Avl bal Rs.67284.00.,Transport
1244,Failed UPI transaction of Rs.14203.00 attempted at myntra@upi on 19-Dec-25. Ref No 8200293251. Amount will be reversed if debited.,Failed Transactions
1245,Failed UPI transaction of Rs.19577.00 attempted at myntra@upi on 22-Sep-25. Ref No 6801831601. Amount will be reversed if debited.,Failed Transactions
1246,UPI transaction of Rs.12655.00 made to burgerking on 19-Oct-25. Ref No 3399215036. Avl bal Rs.47328.00.,Food & Delivery
1247,You have sent Rs.9207.00 to sister@upi via UPI. Ref No 1417620162. Date: 18-Jun-25. Avl bal Rs.34934.00.,Transfers Sent
1248,You have sent Rs.3664.00 to mother@upi via UPI. Ref No 6533631903. Date: 03-Dec-25. Avl bal Rs.14965.00.,Transfers Sent
